text,sentiment,source
"@justlikemae you don't mind enrollment and enlisting now, since you get all your subjects. you have priority coz you're a freshie, see? ",positive,twitter
i am listening to Mr.sandman !! ,positive,twitter
Ok that didn't go t plan. My mommy fell asleep 15 mins befour the end ,negative,twitter
i can't believe this is the last day with @Nnnicolee in thailand  tomorrow last day for me in thailand! nicole's here for 2 weeks more! =(,negative,twitter
Finally some soybeans are getting into the ground.  When it stops raining it probably won't rain all summer ,negative,twitter
needs a good restraunt suggestion for dinner for just me and my husband anyb suggestions would me appreciated ,positive,twitter
"@Neekatron if someone wants to take my place, I've been instructed by powers that be that i'm rostered to work Sat. night. ",negative,twitter
"it's Saturday.  chillin with madre for a bit, then goin downtown and take on the town. think I might get a salad to eat.",positive,twitter
"The Dark Night  with mikay, damon, and baby. Going to the ramp later.",positive,twitter
Found out 2 night that the chick that I though was tops @ #networkgathering is taken... Dam ,negative,twitter
@Maria_Michelle aw poor doggy  well I hope it gets better! miss you girl! are you coming to shadowbox with us on friday?,negative,twitter
grad party was fun. drive was funner. i wana hamburger phone ,negative,twitter
anyone wanna hit up popscene with me...? I don't wanna go alone. ,negative,twitter
@kim_asterisk have a cheese-steak....send me the bill ,positive,twitter
@keshiaford Im Good. Jus Feelin' A Bit Crappy   Im Still Kinda Sleepy.,negative,twitter
TGIF...looking forward to tonight ,positive,twitter
@jonasbrothers http://twitpic.com/6q1om - i love your music! thanks jonas brothers ,positive,twitter
@chantaleto I'll be back soon to myspace! OK?  I'll go to sleep now! Have a good day!,positive,twitter
has such a bad headache.... ,negative,twitter
Longest hour of my life. -What? Im running away with your wife. -Great   hahaha ,positive,twitter
need a cuddle ,negative,twitter
@Breesha that's mean ,negative,twitter
@ickest I am. Isn't that sad ? ,negative,twitter
"@laurensbite I've been meaning to email you.. we have alot in common.  Rob, Harry Potter, abusive former man, except I married mine ",negative,twitter
"@MyDailyMadness  If you want other people to follow them, often it helps to say something about them -even a word or 2. ",positive,twitter
@ecoblips: Happy Birthday! ,positive,twitter
What happened to the sun? ,negative,twitter
@esntials btw....CONGRATULATIONS! U mustve been happy when ur team won lastnite! Sorry @Frekkls  maybe nxt year  lol,negative,twitter
I wanna go back! I don't feel home here ,negative,twitter
"swim workout and a run with my friends, then enjoy the rest of the day---may it be drama-free! ",positive,twitter
"@mileycyrus oh, good luck. time flies so you'll be done in a minute ",positive,twitter
well me and james kicked ass at halo  so we might not lose first round on the halo tournement,positive,twitter
"Dude, Orlando is kicking Cleveland's butt! Go Magic ",positive,twitter
@themaggiemum I have to go tomorrow to get longer 5mm needles - mine are too short ,negative,twitter
"forgot how much I love the song &quot;Concrete Schoolyard.&quot; Oh, J5 ",positive,twitter
"@silkcharm Hiya  You askin for me? Yep, I'm still on holiday in warm Canada. Others from NetworkPR are @joolliee or @robirwin",positive,twitter
@Nunzio_Bruno i'm excited for you! i can see it now... &quot;Numbers with Nunzio...&quot; or something equally cheesy. ,positive,twitter
@nell_xo nice. Although Orion would be more of a constellation ;-)! I've donned the flip flops and am sat outside sunsoaking ,positive,twitter
Having a case of the Mondays ,negative,twitter
Servers down... NOOOOOOOOOOOOOOOO!!! ,negative,twitter
"@IvoireofDTP she is, isn't she? lol. Zoï¿½ is great! We are missing each other right now, cuz I'm out of town  how's everything with you?",negative,twitter
@ASOS_Julia Its the done thing ,positive,twitter
Falling asleep in class. 8am to 12 who makes up these times?! ,negative,twitter
@birriepie i wanted to go late night but no one would take me ,negative,twitter
Curry good. Cider bad. My head hurts ,negative,twitter
@mileless  I'm sorry...I hate when well loved (by me) people die.,negative,twitter
is soooooo disappointed ,negative,twitter
@strebel I am here. I have a Sundevils cap on. Was it me? ,positive,twitter
Dancing on cloud nine with my significant other.... i got accepted into Nursing School at Del Mar College for this fall ,positive,twitter
I buy a Vitamin Water every single morning. A must ,positive,twitter
Today is jus not my day .. I dont feel good at all ,negative,twitter
@HaylieAnnika what? a puppy? a pitbull? say good bye to sanity ,positive,twitter
@PGA_JohnDaly hope the rain stops tomorrow for the Pro/Am! Sadly IÂ´m not playing Pro/Am tournament - I missed the challenge-win ,negative,twitter
"This is a lot harder than I realized, but I know this is the only way to go in order to be happy in the long run.  Just right now it sucks",negative,twitter
@losvaive Thanks. ,positive,twitter
@starri228 Not much. Going to say goodbye to @bifferlicious ,negative,twitter
any news when that crunchpad is coming out....   i really don't want to get a netbook. ,negative,twitter
@amy_beee he can`t think of a reason how you learned about that fact  how did you find out?,positive,twitter
@whmwall it made me want to have a 5 guys burger ... yummo ,positive,twitter
my throat feels horrible ,negative,twitter
Apparently also dangerous - buffalo. &quot;Yea they aren't meat eaters or anything but they will charge you. And kill you.&quot;  I love my friends ,positive,twitter
I just arrived home....so tired ,negative,twitter
I dont mean explode in real flames but atitude &amp; emotions.Women are different in d true sense of d word  Oh well lets make it a good dy.,positive,twitter
"@aka_tk mind you, my last design job was the same. i love small consultancies with massive people  @ivoke",positive,twitter
"@Limo15 well that's a very, very good reason to be totally excited about the rise of the AUD against the greenback! ",positive,twitter
"I look like sh*t right now. 6 hours of sleep, sweaty and i smell. ",negative,twitter
@Ilkee i know! I'm making friends  #andyhurleyday,positive,twitter
@richardjaymes YAY! My iPod will be happy later today....  ,positive,twitter
Gonna head home for lunch for unpacking and eating ,positive,twitter
Yes! This is my JAAAAMMMMMM!!!!! ,positive,twitter
At work ,negative,twitter
Okay my cake is sinking in the middle! Thanks a lot batter. ,negative,twitter
The government doesn't need to do sensis anymore! They have Facebook &amp; Twitter ,positive,twitter
"@peterfletcher Geez, see told you talent! White round - gets bigger and bigger. You'll be glad when I finished study ",positive,twitter
really wish I was seeing NIN/JA tonight ,negative,twitter
@vaingirl yes i know i am rather ridiculous but it's over now   but yet the reminisce lingers on......,negative,twitter
Omfg this movie is so scarrrry.. I'm under the blanket and too scared to walk into my dark house later ,negative,twitter
"@GhostRiderr well, i do try. ",positive,twitter
@avalonman I looooove that album ,positive,twitter
@webtrepreneur have done so I tipped QLD to win by +13 happy now ,positive,twitter
had a fantastic time at the beach ,positive,twitter
http://twitpic.com/4wrjt - RIP Al Green The Iguana ,negative,twitter
Have a nice nap cayee  dun sleep all day -.-,positive,twitter
@lizzymarsh3  I miss you.,negative,twitter
"@ImajicArt Not a problem per se, people like what's on it not the base ",positive,twitter
@LiveAlone i was looking for you for 10 of those 12 hours ,negative,twitter
@visitor9627  About the plane. That's such a freak accident.,negative,twitter
Got my ass kicked today -- literally ,negative,twitter
@DazzleMeThis WRONG RADIO STATION ,negative,twitter
ok now that i had fun @8ball_ WILL I HAVE AMAZING DREAMS TONIGHT??? ,positive,twitter
actually wants to be part of this   http://bit.ly/pObt3,positive,twitter
im tryna Memomrize a 20 lettered password lol I miss my Fryhead  That loser!,negative,twitter
My birthday is almost over ,negative,twitter
@CSick09 just roared like at me like bigg ol'mighty lion king ,positive,twitter
"Young Erendira and her tyrranical Grandmother provide for a great fantasy from the new world. This interpretation of Gabriel Garcia Marquez'""La incréible y triste historia da la cándida Eréndira,..."" may not rub Marquez purists the right way eventhough The story stays intact and still carries the full force of the work. The strength of this film is in its acting especially Papas as the Grandmother. Marquez fans and Marquez novices alike will enjoy this movie for its real gritty brand of witt.",positive,imdb
@JoiseyDani Oooh - strong calves are gorgeous.  ,positive,twitter
"Marvelous film again dealing with the trials and tribulations of World War 11 England. What makes this film so good is the touching of the human element.This film is definitely in the tradition of such British line classics such as ""Mrs. Miniver"" and ""Hope and Glory."" As is the case with this film, we see the desperation of people in the time of war.<br /><br />The performances are outstanding here especially by the embittered John Thaw, who is assigned a child who has been evacuated from the London bombing.<br /><br />We soon see why this child wets his bed. He comes from a lunatic mother who has abused him terribly.<br /><br />The old man takes to the child and brings happiness into his sad life. When the child is returned to his mother, the old man goes to London and seeks him out only to find tragedy. He literally kidnaps the boy and is able to convince a higher up that the child is better off with him than being in a boy's home.<br /><br />The picture is so good because it deals and builds on endearing relationships.",positive,imdb
&quot;Advised&quot; to withdraw at mile 16 for heat exhaustion. It's going to be a long drive back to Atlanta. ,negative,twitter
GROUNDED FOR TWO WEEKS WTF ,negative,twitter
@rosalindphyllis Really sorry to hear about that  Sending you good karma,negative,twitter
@HayleyNqahuia I'm great thanks  how's about you?,positive,twitter
I was late at the airport now i have to wait an hour  no fun,negative,twitter
http://twitpic.com/84z9b - Me and Rosie - last day of high school #Woodhey High; 04-09#  Wearing the best jumpers in the worldddd  x,negative,twitter
